name,sku,available,purchase_option,price,cost_price,container_water_weight,container_sweets_weight,width,height,depth,weight,description,meta_description,brand,type[Butter],type[Caramel],type[Chewy],type[Chocolate],type[Dried Fruit],type[Fizzy],type[Gum],type[Gummy],type[Hard],type[Jelly],type[Liquorice],type[Lollipop],type[Mint],type[Nougat],type[Novelty],type[Nuts],type[Sherbet],type[Traditional],type[Toffee],type[Wrapped],flavour[Aniseed],flavour[Apple],flavour[Banana],flavour[Blackcurrant],flavour[Bubblegum],flavour[Cherry],flavour[Chocolate],flavour[Coconut],flavour[Cola],flavour[Cream],flavour[Custard],flavour[Mixed Fruit],flavour[Ginger],flavour[Lemon],flavour[Lime],flavour[Mint],flavour[Orange],flavour[Pear],flavour[Raspberry],flavour[Rhubarb],flavour[Salt],flavour[Sour],flavour[Strawberry],flavour[Toffee],flavour[Vanilla],flavour[Watermelon],colour[Black],colour[Blue],colour[Brown],colour[Green],colour[Orange],colour[Pink],colour[Purple],colour[Rainbow],colour[Red],colour[White],colour[Yellow],contains[Alcohol],contains[Gluten],contains[Lactose],contains[Nuts],contains[Sugar],contains[Gelatin],ingredients,serving_size,energy,protein,carbohydrates,fat
Terror Eyes,HBG-SI-083-01,FALSE,0,0.1,0.04,,,30,25,20,0,Minty bubblegum balls that resemble eyeballs.,Terror Eyes sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Dextrose, Sucrose, Gum Base, Glucose Syrup, Glazing Agents, Carnauba Wax, Shellac Antioxidant: E321. Colours: E120, E171",,,,,
Toffee Crumble,HBG-JR-107-01,TRUE,1,0.01,0.004,919,645,,,,,"Chocolate flavour confectionery made with milk chocolate, caramel, biscuit and coated with cocoa powder.",Toffee Crumble only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,1,1,1,"Milk Chocolate (Sugar, Whole Milk Powder, Cocoa Butter, Cocoa Mass, Whey Powder, Vegetable Fat, Lactose, Emulsifier: Soya Lecithin E322; Butter), Sugar, Glucose Syrup, Sweetened Condensed Skimmed Milk, Vegetable Fat, Hazelnuts, Walnuts, Salt, Modified Starch, Glazing Agents, Colours: Titanium Dioxide, Carotene, Carmine Extract, Vegetable Carbon, Riboflavin, Copper Chlorophyll",,,,,
Tongue Painter (Small),HBG-SI-084-01,FALSE,0,0.1,0.04,,,85,25,20,0,"Sour lollies that paint your tongue red, blue or green",Tongue Painter (Small)  sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"Sugar, Glucose Syrup, Citric Acid, Flavouring, Colours (E129, E131)",,,,,
Toxic Waste (Red),HBG-SI-085-02,FALSE,0,1,0.4,,,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,"Sugar, Glucose Syrup, Citric Acid, Malic Acid, Dextrose, Maltodextrin, Glazing Agents: Beeswax",,,,,
Toxic Waste (Yellow ),HBG-SI-085-01,FALSE,0,1,0.4,,,75,55,50,0,Hard sour sweets in a ‘toxic waste drum’ packaging.,Toxic Waste sweets only Ł1. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,"Ingredients:   Sugar, Dextrose, Corn Syrup, Chewing Gum Base, Citric Acid, Glycerine, Artificial Flavours, Confectionary Glaze (Shellac, Coconut Oil, Ethanol), Artificial Colours (Titanium Dioxide, Red 40%, Yellow 6%, Yellow 5%, Blue 1%), Sodium Bicarbonate, Silicon Dioxide, Arabic Gum, Tapioca Dextrin.",,,,,
Treacle Toffees,HBG-JR-108-01,FALSE,1,0.01,0.004,919,0,,,,,"Chewy chunks of smooth, chewy toffee with the flavour of black treacle.",Treacle Toffees only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Walkers-Nonsuch,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,1,1,1,"Glucose Syrup, Sugar, Sweetened Condensed Milk (20%), Vegetable Oil (Palm Oil), Black Treacle (10%), Butter, Salt, Treacle Flavour, Emulsifier: E471",100,466,2,72.3,18.9
Trinidoro,HBG-NV-038-01,FALSE,0,2.8,1.12,,,190,90,10,0,Trinidoro (75%) chocolate bar.,Trinidoro bar only Ł2.80. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Cocoa Massa, Cane Sugar, Cocoa Butter, Cocoa: 70% ",,,,,
Turkish Delight (Lemon),HBG-NV-039-01,FALSE,1,0.0399,0.01596,0,0,,,,0,Lemon Turkish Delight.,"Lemon Turkish Delight only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!""),"""")",Sebahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,
Turkish Delight (Pistachio),HBG-NV-039-02,FALSE,1,0.0399,0.01596,0,0,,,,0,Pistachio Turkish Delight.,"Pistachio Turkish Delight only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!""),"""")",Sebahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,,,,
Turkish Delight (Rose),HBG-NV-039-03,FALSE,1,0.0399,0.01596,0,0,,,,0,"Cube shaped pieces of gel which are soft and chewy, with a delicate dusting of icing sugar and a delicate infusion of rosewater.","Rose Turkish Delight only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!""),"""")",Sebahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,,,,,,
Tutti Frutti Sweets,HBG-JR-109-01,FALSE,1,0.012,0.0048,919,0,,,,,,Tutti Frutti Sweets  only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Twist Wrapped Toffees,HBG-JR-110-01,FALSE,1,0.01,0.004,919,0,,,,,Individually wrapped creamy toffees.,Twist Wrapped Toffees only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,1,1,"Glucose Syrup, Sugar, Sweetened Condensed Milk, Vegetable Oil, Butter, Salt, Emulsifier: E471; Flavourings",,,,,
Uncle Joes Mint Balls,HBG-JR-111-01,TRUE,1,0.013,0.0052,919,468,,,,,Traditional hard boiled mints.,Uncle Joes Mint Balls only Ł1.30/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,"Pure Soft Golden Brown Cane Sugar, Cream of Tartar and Oil of Peppermint.",100,393,,97,0.5
Vanilla Fudge,HBG-PM-057-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Vanilla Fudge sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Vanilla Fudge Bar,HBG-SI-086-01,FALSE,0,1.25,0.5,,,200,40,15,0,Vanilla flavoured fudge bar.,Vanilla Fudge Bar sweets only Ł1.25. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Vimto Bar,HBG-SI-087-01,FALSE,0,0.45,0.18,,,225,25,3,0,"Classic grape, blackcurrant and raspberry flavour chew bar with real fruit juice.",Vimto Bar sweets only 45p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,"Glucose Syrup, Sugar, Vegetable Oil, Citric Acid, Maltodextrin, Concentrated Fruit Juices (Grape, Blackcurrant & Raspberry), Vimto Flavour, Solubilised Milk Protein, Stabiliser (Glycerol E422), Emulsifier (Soya Lecithin), Natural Colour",,,,,
Walkers Nougat Bar,HBG-SI-088-01,FALSE,0,1.25,0.38,,,0,0,0,0,,Walkers Nougat Bar sweets only 95p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Walkers-Nonsuch,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Walkers Toffee (Original),HBG-SI-089-01,FALSE,0,0.95,0.38,,,110,60,15,0,A creamy slab of terrific toffee from Walkers NonSuch that you can sink your teeth into.,Walkers Original Toffee bar only 95p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Walkers-Nonsuch,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Glucose Syrup, Sugar, Sweetened Condensed Milk, Hydrogenated Vegetable Oil, Butter. Emulsifier: E471, Flavourings",,,,,
Walkers Toffee (Roasted Hazelnut),HBG-SI-089-02,FALSE,0,0.95,0.38,,,110,60,15,0,"A creamy toffee bar made from whole milk and butter, with roasted hazelnuts.",Walkers Roasted Hazelnut bar only 95p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Walkers-Nonsuch,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,"Glucose Sugar, Sugar, Sweetened Condensed Milk, Vegetable Oil, Roasted Hazelnuts",,,,,
Walnut Whip,HBG-CB-013-01,FALSE,0,0.8,0.32,,,70,60,40,0,"A whirl-shaped cone of milk chocolate with a whipped vanilla fondant filling, topped with a half-walnut.",Walnut Whip only 80p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Nestle,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,"Milk Chocolate (Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Mass, Lactose and Proteins From Whey, Whey Powder, Vegetable Fat, Emulsifier (Soy Lecithin)), Butterfat, Sugar, Walnuts 5%, Glucose Syrup, Glucose-Fructose Syrup, Dried Egg White, Humectant (Glycerol, Flavouring, Tartaric Acid)",,171,1.7,21.2,8.6
Weirds Tangy Candy  (Cherry & Cola),HBG-SI-090-01,FALSE,0,0.35,0.14,,,80,60,20,29,"Tiny, tangy, crunchy candy in 2 flavours: cherry and cola.",Weirds Cherry & Cola Tangy Candy only 35p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Weirds,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,"Sugar, Glucose Powder, E330, Artificial Flavours, Corn Syrup. Colours: E129, E150D. Glazing Agent: E903",,,,,
Weirds Tangy Candy  (Strawberry & Orange),HBG-SI-090-02,FALSE,0,0.35,0.14,,,80,60,20,29,"Tiny, tangy, crunchy candy in 2 flavours: strawberry and orange.",Weirds Strawberry & Orange Tangy Candy only 35p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Weirds,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,,"Sugar, Glucose Powder, E330, Artificial Flavours, Corn Syrup, Colours: E102, E129, E171. Glazing Agent: E903",,,,,
Werthers Originals,HBG-JR-112-01,FALSE,1,0.01,0.00516,919,0,,,,,The original buttered caramel candies which are delightfully smooth and creamy.,Werthers Originals only Ł1.29/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,"Sugar, Glucose Syrup, Cream (7%), Condensed Whey, Butter (4.5%), Cane Sugar Syrup, Salt, Butterfat, Emulsifier: Soya Lecithin, Flavouring",100,425,0.3,86.7,8.6
Werthers Sweets,HBG-SI-091-01,FALSE,0,0.6,0.24,,,110,25,20,0,"Traditional caramel, butter candies.",Werthers Sweets only 60p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Werthers,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Sugar, Glucose Syrup, Cream (7%), Condensed Whey, Butter (4.5%), Cane Sugar Syrup, Salt, Butterfat. Emulsifier: Soya Lecithin, Flavouring",,,,,
Werthers Toffee Chews,HBG-SI-092-01,FALSE,0,0.6,0.24,,,105,30,15,0,"Werther’s Originals in a chewy, toffee form.",Werthers Toffee Chews only 60p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Werthers,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Glucose Syrup, Sweetened, Condensed Skimmed Milk (21.6%), Sugar, Vegetable Fat, Humectant: Sorbitol Syrup, Whey Powder, Cream (3.9%), Condensed Whey, Butter (2.5%), Salt, Cane Sugar Syrup. Emulsifier: Soya Lecithin, Flavouring",,,,,
West Indian Limes,HBG-JR-113-01,TRUE,1,0.01,0.004,919,656,,,,,"Hard boiled lime sweets, individually wrapped.",West Indian Limes only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,"Sugar, Glucose, Citric Acid, Flavouring, E102, E142",,,,,
Wham Bar (Cola),HBG-SI-093-02,FALSE,0,0.2,0.08,,,180,30,3,0,Cola flavoured chew bar.,Wham Cola Bar only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Wham,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,"Glucose Syrup, Sugar, Vegetable Oil, Maltodextrin, Citric Acid, Milk Protein, Glycerol: E422, Emulsifier: Soya Lecithin, E322. Colours: Beetroot, Caramel",,,,,
Wham Bar (Original),HBG-SI-093-01,FALSE,0,0.2,0.08,,,180,30,3,0,Sour raspberry flavoured chew bar.,Wham Original Bar only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Wham,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,"Glucose Syrup, Sugar, Vegetable Oil, Maltodextrin, Citric Acid, Solublised Milk Protein, Glycerol E422, Soya Lethicin, Flavouring, Colour: E163",,,,,
Wham Bar (Sour Apple),HBG-SI-093-03,FALSE,0,0.2,0.08,,,180,30,3,0,Sour apple flavoured chew bar.,Wham Sour Apple Bar only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Wham,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,"Glucose Syrup, Sugar, Vegetable Oil, Maltodextrin, Citric Acid, Milk Protein, Glycerol: E422, Emulsifier: Soya Lecithin, E322, Colours: Curcumin, Chlorophyll",,,,,
Wham Rocket,HBG-SI-094-01,FALSE,0,0.55,0.22,,,125,25,25,0,"Sour raspberry flavoured sherbet, served with a raspberry flavour foam dipping stick.",Wham Rocket only 55p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Wham,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"Sugar, Cornflour, Sodium Bicarbonate, Glucose Syrup, Citric Acid, Tartaric Acid, Dextrose, Beef Gelatine, Anti-Caking Agent, Flavourings, Natural Colours (Beetroot Red, Curcumin, Chlorophylls)",,,,,
Wham Rollafizz Sour Raspberry,HBG-SI-095-01,FALSE,0,0.55,0.22,,,110,65,20,0,"Fizzy, sour raspberry flavoured chewy belts with a tingling sugar coating.",Wham Rollafizz Sour Raspberry sweets only 55p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Wham,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,"Sugar, Glucose-Fructose Syrup, Wheat Flour, Dextrose, Malic Acid, Palm Oil, Citric Acid, Fruit Concentrates, Asorbic Acid, Tocopherol-Rich Extract",,,,,
White Drops,HBG-PM-058-01,FALSE,1,0.01,0.0038,919,0,,,,,,White Drops sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,
Whole Cerisettes,HBG-NV-040-01,FALSE,3,0.0399,0.01596,,,,,,,"Whole cherry in brandy, enrobed in dark chocolate.",Whole Cerisettes only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,1,,,,,,
Wild Forest Fruits Cup,HBG-NV-041-01,FALSE,3,0.0399,0.01596,,,,,,19,Milk chocolate cup filled with forest fruit cream.,Wild Forest Fruits Cup sweets only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,1,,,,,,
Wine Gummies,HBG-SI-096-01,FALSE,0,0.1,0.04,,,100,15,10,0,Small fruit gum sweets.,Wine Gummies sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,"Glucose Syrup, Sugar, Gelling Agent: Gelatine, Acidity Regulator: Citric Acid, Flavourings, Glazing Agents: Vegetable Oil, Carnaubawax, Colours: Anthocyanin, Carmine, Copper, Chlorophyllin, Lutein, Paprika",,,,,
Wine Gums,HBG-JR-114-01,FALSE,1,0.01,0.0048,919,0,,,,,Sugar free fruit flavoured gums.,Sugar free Wine gums only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,1,,,1,1,,1,,1,,,1,1,,,,,,
Winter Mix (Unwrapped),HBG-JR-115-02,FALSE,1,0.012,0.0048,919,0,,,,,"Boiled Winter sweets with flavours of cloves, menthol and other warming ingredients to get you through the Winter months.",Handmade Winter Mixture sweets only Ł1.20/100g and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,"Sugar, Glucose Syrup, Butter, Citric Acid, Colours: E102, E110, E122, E129, E133, E142, E150D, E155",,,,,
Winter Mix (Wrapped),HBG-JR-115-01,TRUE,1,0.012,0.004,919,632,,,,,Individually wrapped hard boiled sweets with flavours including clove and spearmint.,Wrapped Winter Mixture sweets only Ł1.00/100g and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,"Sugar, Glucose, Flavouring, Colours: E104, E110, E129, E133, E150C, E153",,,,,
Wonka Millionaires Shortbread Bar,HBG-CB-014-01,FALSE,0,0.65,0.26,,,130,40,10,0,"A combination of caramel and shortbread biscuit pieces, wrapped in milk chocolate.",Wonka Millionaires Shortbread Bar only 65p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Wonka,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,"Sugar, Caramelised Milk Powder (Skimmed Milk, Whey (Milk), Sugar, Butter, Flavouring), Vegetable Fat, Cocoa Butter, Skimmed Milk Powder, Whole Milk Powder, Biscuit Crumbs (Corn Flour, Sugar, Water, Butter, Dextrose, Vegetable Oil, Hazelnuts, Corn and Tapioca Starches, Whey Powder (Milk), Raising Agents: Ammonium Bicarbonate, Sodium Bicarbonate; Flavouring, Salt), Cocoa Mass, Vegetable Fat, Milk Fat, Whey Powder (Milk), Lactose (Milk), Emulsifier (Sunflower Lecithin), Flavourings, Colour (Paprika Extract), Salt.",,200,2.8,19.5,12.2
Wonka Nice Cream Bar,HBG-CB-015-01,FALSE,0,0.65,0.26,,,135,40,10,0,"Smooth vanilla creme topped with chocolate , wrapped in milk chocolate.",Wonka Nice Cream Bar only 65p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Wonka,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,"Sugar, Whole Milk Powder, Chocolate Flavoured Filling (Sugar, Glucose Syrup, Water, Caramelised Sugar Syrup, Fat-Reduced Cocoa Powder, Humectant: Glycerol; Butter, Stabiliser: Carrageenan; Salt, Emulsifiers: Mono- and Di-glycerides of Fatty Acids, Sunflower Lecithin; Citric Acid, Acidity Regulator: Sodium Citrates; Natural Vanilla Flavouring), Vegetable Fat, Cocoa Butter, Cocoa Mass, Vegetable Fat, Whey Powder, Milk Fat, Lactose, Emulsifier (Sunflower Lecithin), Vanilla Seeds, Flavourings, Colour (Curcumin). Milk Chocolate contains Milk Solids 14% and Vegetable Fat in addition to Cocoa Butter.",100,193,2,21.5,10.9
Yorkshire Mix,HBG-JR-116-01,TRUE,1,0.012,0.0048,919,775,,,,,"A variety of hard boiled sweets, including pear drops and humbugs.",Yorkshire Mix sweets only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Maxons,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,,1,1,,1,,"Sugar, Glucose Syrup, Citric Acid, Flavourings, Natural Colours",,,,,
Scrabble with Chocolate pieces,Xmas001,TRUE,0,9.99,6.74,,,215,215,38,315,Chocolate versions of some of the worlds most popular board games. Each box comes complete with a miniature version of the game with Belgian chocolate playing pieces.,Scrabble with Chocolate pieces only Ł9.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Monopoly with Chocolate pieces,Xmas002,TRUE,0,9.99,6.74,,,215,215,35,300,Chocolate versions of some of the worlds most popular board games. Each box comes complete with a miniature version of the game with Belgian chocolate playing pieces.,Monopoly with Chocolate pieces only Ł9.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Trivial Pursuit with Chocolate pieces,Xmas003,TRUE,0,9.99,6.74,,,215,215,37,285,Chocolate versions of some of the worlds most popular board games. Each box comes complete with a miniature version of the game with Belgian chocolate playing pieces.,Trivial Pursuit with Chocolate pieces only Ł9.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Twister with Chocolate pieces,Xmas004,TRUE,0,9.99,6.74,,,215,215,37,310,Chocolate versions of some of the worlds most popular board games. Each box comes complete with a miniature version of the game with Belgian chocolate playing pieces.,Twister with Chocolate pieces only Ł9.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Uno with chocolate pieces,Xmas005,TRUE,0,9.99,6.74,,,215,215,37,310,Chocolate versions of some of the worlds most popular board games. Each box comes complete with a miniature version of the game with Belgian chocolate playing pieces.,Uno with Chocolate pieces only Ł9.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Guess Who with Chocolate pieces,Xmas006,TRUE,0,9.99,6.74,,,215,215,37,310,Chocolate versions of some of the worlds most popular board games. Each box comes complete with a miniature version of the game with Belgian chocolate playing pieces.,Guess Who with Chocolate pieces only Ł9.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Barbie Game with chocolate pieces,Xmas007,TRUE,0,7.99,4.23,,,263,137,33,240,Chocolate versions of some of the worlds most popular board games. Each box comes complete with a miniature version of the game with Belgian chocolate playing pieces.,Barbie Game with Chocolate Pieces only Ł7.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Candy Bra,Xmas008,TRUE,0,5.99,3.89,,,180,158,42,335,Sweet & Sexy Candy bra One Size Fits most,Candy Bra only Ł5.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
